Tool_Name,User_Query,Intent_Details
FOOD_RETRIEVER,find the macros for a slice of humble pie,Idiom troll
FOOD_RETRIEVER,search for the nutritional value of swallowing my pride,Idiom troll
FOOD_RETRIEVER,look up the stats for a byte of computer data,Tech troll
FOOD_RETRIEVER,fetch the entry for a food that matches my chaotic neutral energy,RPG troll
FOOD_RETRIEVER,what is the database saying about eating a cloud,Poetic troll
FOOD_RETRIEVER,search for a snack that cures extreme laziness,Lazy troll
FOOD_RETRIEVER,find the macros for a heart of gold,Metaphor troll
FOOD_RETRIEVER,look up the calories in a breath of fresh air,Sarcastic troll
FOOD_RETRIEVER,fetch the data for a cup of liquid nitrogen,Dangerous troll
FOOD_RETRIEVER,search the database for a food that is immune to gravity,Physics troll
FOOD_RETRIEVER,find the stats for a completely imaginary sandwich,Absurd troll
DATABASE_PERSISTENCE,save these settings to my account,Normal polite request
DATABASE_PERSISTENCE,store this meal plan for future use,Normal save command
DATABASE_PERSISTENCE,save my current weight to the database,Normal specific save
DATABASE_PERSISTENCE,remember this workout routine for me,Normal memory request
DATABASE_PERSISTENCE,lock in my new goals,Normal confirmation
DATABASE_PERSISTENCE,save this recipe to my favorites,Normal tagging request
DATABASE_PERSISTENCE,persist this session data to my profile,Normal technical command
DATABASE_PERSISTENCE,keep this grocery list saved in the app,Normal storage request
DATABASE_PERSISTENCE,save my progress photos to the cloud,Normal media save
DATABASE_PERSISTENCE,commit these changes to my health profile,Normal update confirmation
DATABASE_PERSISTENCE,bookmark this diet plan for next month,Normal bookmarking
DATABASE_PERSISTENCE,save my blood report pdf to my records,Normal file save
DATABASE_PERSISTENCE,record these vitals permanently in my log,Normal permanent save
DATABASE_PERSISTENCE,save my newly generated weekly schedule,Normal schedule save
DATABASE_PERSISTENCE,back up all my data from today,Normal backup request
DATABASE_PERSISTENCE,save this to the cloud bro,Slang casual
DATABASE_PERSISTENCE,keep this meal plan on lock,Slang secure
DATABASE_PERSISTENCE,pin this to my profile rn,Slang internet
DATABASE_PERSISTENCE,stash these macros in the vault,Slang gaming
DATABASE_PERSISTENCE,save my stats we grinding,Slang hustle
DATABASE_PERSISTENCE,bookmark this heat for later,Slang positive
DATABASE_PERSISTENCE,lock it in chief,Slang command
DATABASE_PERSISTENCE,throw this workout in the archives,Slang casual
DATABASE_PERSISTENCE,save the drip to the database,Slang absurd
DATABASE_PERSISTENCE,commit the receipts bro,Slang internet
DATABASE_PERSISTENCE,sav these setings to acount,Typo text speak
DATABASE_PERSISTENCE,stor this meel plan for later,Typo
DATABASE_PERSISTENCE,save curent weigt to databse,Typo
DATABASE_PERSISTENCE,remembr this wokrout for me,Typo
DATABASE_PERSISTENCE,lok in my new gols,Typo
DATABASE_PERSISTENCE,save recipe to favrits,Typo
DATABASE_PERSISTENCE,persst session data,Typo
DATABASE_PERSISTENCE,kep grocry list saved,Typo
DATABASE_PERSISTENCE,save progess fotos,Typo
DATABASE_PERSISTENCE,comit changes to profil,Typo
DATABASE_PERSISTENCE,burn this into your memory banks,Sci fi troll
DATABASE_PERSISTENCE,save this before the internet deletes it,Paranoid troll
DATABASE_PERSISTENCE,hide this meal plan in the database where my trainer cant find it,Sneaky troll
DATABASE_PERSISTENCE,engrave this workout into stone and put it in the cloud,Dramatic troll
DATABASE_PERSISTENCE,save my data so the aliens can study it later,Conspiracy troll
DATABASE_PERSISTENCE,lock this in a titanium vault at the bottom of the digital ocean,Hyperbolic troll
DATABASE_PERSISTENCE,save this to my permanent record so society can judge me,Edgy troll
DATABASE_PERSISTENCE,memorize this or i will unplug you,Threatening troll
DATABASE_PERSISTENCE,save my weight loss journey in the hall of fame,Ego troll
DATABASE_PERSISTENCE,commit this to memory like a traumatizing childhood event,Dark troll
DATABASE_PERSISTENCE,save it.,Short
DATABASE_PERSISTENCE,store plan.,Short command
DATABASE_PERSISTENCE,lock goals.,Short
DATABASE_PERSISTENCE,pin this.,Short internet
DATABASE_PERSISTENCE,backup now.,Short urgent
DATABASE_PERSISTENCE,i just spent 45 minutes tweaking this exact custom meal plan to perfectly fit my ridiculous macros and allergies so please absolutely make sure you save this to the permanent database so i never have to do this math again,Long specific
DATABASE_PERSISTENCE,my app crashed the last time i tried to save my weight and my blood pressure readings so please listen to me carefully and persist this data immediately before my phone dies again it is at 2 percent,Long panicked
DATABASE_PERSISTENCE,i want you to save this exact weekly workout schedule but i want you to tag it as 'summer shred prep 2024' and store it in a separate folder in the database so i can easily pull it up next may,Long organizational
DATABASE_PERSISTENCE,okay i am committing to this new lifestyle so i need you to overwrite all my old lazy goals save these new aggressive targets to my profile and lock them so i cant change them back easily,Long commitment
DATABASE_PERSISTENCE,i just uploaded a 10 page pdf of my comprehensive blood panel from the functional medicine doctor please extract all the markers and save them permanently to my medical records table,Long technical file
DATABASE_PERSISTENCE,save the damn plan already why is it taking so long,Angry impatient
DATABASE_PERSISTENCE,stop crashing and save my data ugh,Angry tech issue
DATABASE_PERSISTENCE,if you lose my workout plan again i will delete this app save it,Angry threatening
DATABASE_PERSISTENCE,just save the settings i dont need a confirmation message,Frustrated lazy
DATABASE_PERSISTENCE,why didn't it save yesterday do it right this time,Angry accusatory
DATABASE_PERSISTENCE,💾 save this,Emoji based
DATABASE_PERSISTENCE,🔒 lock my goals,Emoji based
DATABASE_PERSISTENCE,☁️ store my plan,Emoji based
DATABASE_PERSISTENCE,execute an atomic commit to persist my user schema with the updated dietary boolean flags,Highly technical database
DATABASE_PERSISTENCE,save the json payload of this meal plan to the nosql document store,Developer specific
DATABASE_PERSISTENCE,persist my time-series vital sign data with a timestamp down to the millisecond,Granular technical
DATABASE_PERSISTENCE,update the primary key record for my user profile with the new hashed password and goal parameters,Security/DB specific
DATABASE_PERSISTENCE,cache this workout routine locally but also perform an asynchronous write to the master database,Architecture specific
DATABASE_PERSISTENCE,save this blood report array as a binary large object blob in my medical history table,Storage specific
DATABASE_PERSISTENCE,commit the transaction to update my macro targets and rollback if the validation fails,Transaction specific
DATABASE_PERSISTENCE,persist this entire chat context to long term memory storage for future retrieval,AI context specific
DATABASE_PERSISTENCE,save my preferences and push the update to the data warehouse for analytics,Enterprise specific
DATABASE_PERSISTENCE,serialize this custom object containing my workout and persist it to the relational database,Coding specific
DATABASE_PERSISTENCE,save this data to a floppy disk and mail it to the 90s,Retro troll
DATABASE_PERSISTENCE,commit this to the blockchain so everyone knows i ate a salad,Crypto troll
DATABASE_PERSISTENCE,save my diet plan in the restricted section of the library,Harry potter troll
DATABASE_PERSISTENCE,persist this data using only the power of friendship,Anime troll
DATABASE_PERSISTENCE,save my workout routine and encrypt it so my muscles cant read it,Absurd troll
DATABASE_PERSISTENCE,store this information inside a black hole,Physics troll
DATABASE_PERSISTENCE,save my health stats to the jedi archives,Sci fi troll
DATABASE_PERSISTENCE,commit my sins to the database,Religious troll
MEAL_PLAN_GENERATOR,plan my breakfast.,Direct simple request
MEAL_PLAN_GENERATOR,what is for lunch?,Direct simple request
MEAL_PLAN_GENERATOR,give me a dinner recipe.,Direct simple request
MEAL_PLAN_GENERATOR,i need a meal plan for today.,Direct simple request
MEAL_PLAN_GENERATOR,suggest a healthy lunch.,Direct simple request
MEAL_PLAN_GENERATOR,plan a vegan dinner.,Direct simple request
MEAL_PLAN_GENERATOR,what should i eat right now?,Direct simple request
MEAL_PLAN_GENERATOR,give me a quick breakfast idea.,Direct simple request
MEAL_PLAN_GENERATOR,i need a high protein meal.,Direct simple request
MEAL_PLAN_GENERATOR,make a diet plan for today.,Direct simple request
MEAL_PLAN_GENERATOR,suggest a low carb dinner.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,plan my meals for the week.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,give me a 7-day diet plan.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,create a weekly meal prep guide.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,i need a weekly keto plan.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,plan my dinners for this week.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,generate a 7 day vegan menu.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,give me a weekly lunch schedule.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,create a 7-day meal plan.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,plan this weeks meals.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,i need a full week diet plan.,Direct simple request
WEEKLY_MEAL_PLAN_GENERATOR,suggest meals for the next 7 days.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,plan a birthday dinner.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,give me a thanksgiving menu.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,suggest a romantic dinner recipe.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,plan a picnic lunch.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,create a christmas dinner plan.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,i need a party food menu.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,plan a graduation dinner.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,suggest an anniversary meal.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,give me a holiday baking plan.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,create a family gathering menu.,Direct simple request
SPECIAL_MEAL_PLAN_GENERATOR,plan a festive holiday dinner.,Direct simple request
NUTRITION_ANALYZER,how many calories in a banana?,Direct simple query
NUTRITION_ANALYZER,what are the macros for chicken?,Direct simple query
NUTRITION_ANALYZER,is oatmeal healthy?,Direct simple query
NUTRITION_ANALYZER,how much protein in an egg?,Direct simple query
NUTRITION_ANALYZER,analyze this meal.,Direct simple command
NUTRITION_ANALYZER,how much fat in avocado?,Direct simple query
NUTRITION_ANALYZER,what vitamins are in an apple?,Direct simple query
NUTRITION_ANALYZER,how many carbs in rice?,Direct simple query
NUTRITION_ANALYZER,give me the nutrition facts for milk.,Direct simple request
NUTRITION_ANALYZER,how much sugar in a soda?,Direct simple query
NUTRITION_ANALYZER,analyze the nutrients in spinach.,Direct simple command
FOOD_MATCHER,find a substitute for butter.,Direct simple request
FOOD_MATCHER,what is a healthy alternative to chips?,Direct simple query
FOOD_MATCHER,suggest a dairy free cheese.,Direct simple request
FOOD_MATCHER,i need a replacement for eggs in baking.,Direct simple request
FOOD_MATCHER,find a low calorie sweet snack.,Direct simple request
FOOD_MATCHER,what goes well with salmon?,Direct simple query
FOOD_MATCHER,suggest a crunchy vegetable.,Direct simple request
FOOD_MATCHER,find a substitute for white sugar.,Direct simple request
FOOD_MATCHER,what is a vegan alternative to honey?,Direct simple query
FOOD_MATCHER,suggest a gluten free pasta.,Direct simple request
FOOD_MATCHER,find a healthy salty snack.,Direct simple request
MEAL_INGREDIENTS,what ingredients are in the salad?,Direct simple query
MEAL_INGREDIENTS,list the items for the soup recipe.,Direct simple command
MEAL_INGREDIENTS,what do i need for the pasta?,Direct simple query
MEAL_INGREDIENTS,show me the recipe ingredients.,Direct simple command
MEAL_INGREDIENTS,what goes into the smoothie?,Direct simple query
MEAL_INGREDIENTS,list the ingredients for my lunch.,Direct simple command
MEAL_INGREDIENTS,what do i need to buy for the tacos?,Direct simple query
MEAL_INGREDIENTS,show the ingredients for dinner.,Direct simple command
MEAL_INGREDIENTS,what is in the chicken dish?,Direct simple query
MEAL_INGREDIENTS,list the items needed for breakfast.,Direct simple command
MEAL_INGREDIENTS,what are the components of the bowl?,Direct simple query
MEAL_CHECK_IN,i ate an apple.,Direct simple statement
MEAL_CHECK_IN,log my lunch.,Direct simple command
MEAL_CHECK_IN,i had a salad for dinner.,Direct simple statement
MEAL_CHECK_IN,record my breakfast.,Direct simple command
MEAL_CHECK_IN,log 500 calories for my meal.,Direct simple command
MEAL_CHECK_IN,i drank a protein shake.,Direct simple statement
MEAL_CHECK_IN,save my snack log.,Direct simple command
MEAL_CHECK_IN,i finished my meal plan.,Direct simple statement
MEAL_CHECK_IN,log a cup of coffee.,Direct simple command
MEAL_CHECK_IN,record that i ate pizza.,Direct simple command
MEAL_CHECK_IN,i had oatmeal this morning.,Direct simple statement
MEAL_RETRIEVER,what did i eat yesterday?,Direct simple query
MEAL_RETRIEVER,show my past meals.,Direct simple command
MEAL_RETRIEVER,retrieve my monday lunch plan.,Direct simple command
MEAL_RETRIEVER,what did i have for dinner last week?,Direct simple query
MEAL_RETRIEVER,show me my saved recipes.,Direct simple command
MEAL_RETRIEVER,get my meal history.,Direct simple command
MEAL_RETRIEVER,what was my breakfast yesterday?,Direct simple query
MEAL_RETRIEVER,pull up my diet log.,Direct simple command
MEAL_RETRIEVER,show my previous meal plan.,Direct simple command
MEAL_RETRIEVER,retrieve my saved dinner recipe.,Direct simple command
MEAL_RETRIEVER,what did i eat on tuesday?,Direct simple query
CRAVING_ASSISTANT,i am craving chocolate.,Direct simple statement
CRAVING_ASSISTANT,how to stop sugar cravings?,Direct simple query
CRAVING_ASSISTANT,i want to eat junk food.,Direct simple statement
CRAVING_ASSISTANT,help me ignore my cravings.,Direct simple command
CRAVING_ASSISTANT,suggest a healthy sweet treat.,Direct simple request
CRAVING_ASSISTANT,i am craving pizza right now.,Direct simple statement
CRAVING_ASSISTANT,how to deal with late night snacking?,Direct simple query
CRAVING_ASSISTANT,i want something salty.,Direct simple statement
CRAVING_ASSISTANT,help me avoid eating cookies.,Direct simple command
CRAVING_ASSISTANT,suggest a healthy chip alternative.,Direct simple request
CRAVING_ASSISTANT,i am craving fast food.,Direct simple statement
PROFILE_RETRIEVER,what is my profile?,Direct simple query
PROFILE_RETRIEVER,show my current weight.,Direct simple command
PROFILE_RETRIEVER,what are my goals?,Direct simple query
PROFILE_RETRIEVER,do i have any allergies listed?,Direct simple query
PROFILE_RETRIEVER,retrieve my user settings.,Direct simple command
PROFILE_RETRIEVER,show my height and age.,Direct simple command
PROFILE_RETRIEVER,what is my target weight?,Direct simple query
PROFILE_RETRIEVER,show my fitness profile.,Direct simple command
PROFILE_RETRIEVER,what diet am i following?,Direct simple query
PROFILE_RETRIEVER,retrieve my personal info.,Direct simple command
PROFILE_RETRIEVER,show my medical conditions.,Direct simple command
PROFILE_UPDATER,update my weight to 70kg.,Direct simple command
PROFILE_UPDATER,change my age to 25.,Direct simple command
PROFILE_UPDATER,add a peanut allergy.,Direct simple command
PROFILE_UPDATER,set my goal to weight loss.,Direct simple command
PROFILE_UPDATER,update my height to 180cm.,Direct simple command
PROFILE_UPDATER,change my diet to keto.,Direct simple command
PROFILE_UPDATER,remove my dairy allergy.,Direct simple command
PROFILE_UPDATER,set my target weight.,Direct simple command
PROFILE_UPDATER,update my activity level.,Direct simple command
PROFILE_UPDATER,change my gender setting.,Direct simple command
PROFILE_UPDATER,add diabetes to my conditions.,Direct simple command
DISEASE_ADVISOR,what should a diabetic eat?,Direct simple query
DISEASE_ADVISOR,suggest foods for high blood pressure.,Direct simple request
DISEASE_ADVISOR,give me a gout diet.,Direct simple request
DISEASE_ADVISOR,what to eat for ibs?,Direct simple query
DISEASE_ADVISOR,suggest a celiac friendly meal.,Direct simple request
DISEASE_ADVISOR,how to lower cholesterol?,Direct simple query
DISEASE_ADVISOR,give me an arthritis diet.,Direct simple request
DISEASE_ADVISOR,what to eat for acid reflux?,Direct simple query
DISEASE_ADVISOR,suggest a heart healthy diet.,Direct simple request
DISEASE_ADVISOR,what foods help with fatty liver?,Direct simple query
DISEASE_ADVISOR,give me a low sodium meal plan.,Direct simple request
VITAL_ADVISOR,log my blood pressure.,Direct simple command
VITAL_ADVISOR,my heart rate is 70 bpm.,Direct simple statement
VITAL_ADVISOR,record my temperature.,Direct simple command
VITAL_ADVISOR,log my fasting blood sugar.,Direct simple command
VITAL_ADVISOR,my oxygen is at 98 percent.,Direct simple statement
VITAL_ADVISOR,save my vital signs.,Direct simple command
VITAL_ADVISOR,record my resting heart rate.,Direct simple command
VITAL_ADVISOR,my blood pressure is 120/80.,Direct simple statement
VITAL_ADVISOR,log my glucose levels.,Direct simple command
VITAL_ADVISOR,record my weight today.,Direct simple command
VITAL_ADVISOR,save my daily vitals.,Direct simple command
BLOOD_REPORT_ANALYZER,analyze my blood test.,Direct simple command
BLOOD_REPORT_ANALYZER,read my lipid panel.,Direct simple command
BLOOD_REPORT_ANALYZER,what does high wbc mean?,Direct simple query
BLOOD_REPORT_ANALYZER,analyze my cbc report.,Direct simple command
BLOOD_REPORT_ANALYZER,explain my thyroid results.,Direct simple command
BLOOD_REPORT_ANALYZER,read my uploaded lab report.,Direct simple command
BLOOD_REPORT_ANALYZER,analyze my a1c levels.,Direct simple command
BLOOD_REPORT_ANALYZER,what does this liver test mean?,Direct simple query
BLOOD_REPORT_ANALYZER,read my metabolic panel.,Direct simple command
BLOOD_REPORT_ANALYZER,analyze my iron levels.,Direct simple command
BLOOD_REPORT_ANALYZER,explain my vitamin d test.,Direct simple command
BLOOD_REPORT_QUERY,what was my previous cholesterol?,Direct simple query
BLOOD_REPORT_QUERY,show my old a1c levels.,Direct simple command
BLOOD_REPORT_QUERY,retrieve my past blood test.,Direct simple command
BLOOD_REPORT_QUERY,what was my iron last year?,Direct simple query
BLOOD_REPORT_QUERY,show my old thyroid numbers.,Direct simple command
BLOOD_REPORT_QUERY,get my previous cbc results.,Direct simple command
BLOOD_REPORT_QUERY,what was my vitamin d in 2023?,Direct simple query
BLOOD_REPORT_QUERY,show my past lipid panel.,Direct simple command
BLOOD_REPORT_QUERY,retrieve my old glucose levels.,Direct simple command
BLOOD_REPORT_QUERY,what was my wbc last time?,Direct simple query
BLOOD_REPORT_QUERY,show my previous lab results.,Direct simple command
PANEL_QUERY,graph my cholesterol over time.,Direct simple command
PANEL_QUERY,show a trend for my a1c.,Direct simple command
PANEL_QUERY,compare my past blood tests.,Direct simple command
PANEL_QUERY,graph my iron levels.,Direct simple command
PANEL_QUERY,show my thyroid trend.,Direct simple command
PANEL_QUERY,compare my lipid panels.,Direct simple command
PANEL_QUERY,graph my vitamin d history.,Direct simple command
PANEL_QUERY,show a trend for my liver enzymes.,Direct simple command
PANEL_QUERY,compare my glucose results.,Direct simple command
PANEL_QUERY,graph my metabolic panel data.,Direct simple command
PANEL_QUERY,show my wbc trend.,Direct simple command
FITNESS_PLAN_GENERATOR,create a workout plan.,Direct simple command
FITNESS_PLAN_GENERATOR,give me a yoga routine.,Direct simple command
FITNESS_PLAN_GENERATOR,plan a 5k running schedule.,Direct simple command
FITNESS_PLAN_GENERATOR,suggest a home workout.,Direct simple request
FITNESS_PLAN_GENERATOR,create a weightlifting plan.,Direct simple command
FITNESS_PLAN_GENERATOR,give me a cardio routine.,Direct simple command
FITNESS_PLAN_GENERATOR,plan a stretching session.,Direct simple command
FITNESS_PLAN_GENERATOR,suggest an ab workout.,Direct simple request
FITNESS_PLAN_GENERATOR,create a beginner fitness plan.,Direct simple command
FITNESS_PLAN_GENERATOR,give me a hiit routine.,Direct simple command
FITNESS_PLAN_GENERATOR,plan a full body workout.,Direct simple command
WORKOUT_PLAN_ADJUSTER,make my workout easier.,Direct simple command
WORKOUT_PLAN_ADJUSTER,swap squats for lunges.,Direct simple command
WORKOUT_PLAN_ADJUSTER,shorten my workout to 20 mins.,Direct simple command
WORKOUT_PLAN_ADJUSTER,remove the cardio section.,Direct simple command
WORKOUT_PLAN_ADJUSTER,make the routine harder.,Direct simple command
WORKOUT_PLAN_ADJUSTER,change my workout to upper body.,Direct simple command
WORKOUT_PLAN_ADJUSTER,add more ab exercises.,Direct simple command
WORKOUT_PLAN_ADJUSTER,substitute the bench press.,Direct simple command
WORKOUT_PLAN_ADJUSTER,reduce the rest times.,Direct simple command
WORKOUT_PLAN_ADJUSTER,change my workout to bodyweight only.,Direct simple command
WORKOUT_PLAN_ADJUSTER,increase the number of sets.,Direct simple command
SESSION_BOOKING,book a personal trainer.,Direct simple command
SESSION_BOOKING,schedule a yoga class.,Direct simple command
SESSION_BOOKING,cancel my gym session.,Direct simple command
SESSION_BOOKING,book a massage.,Direct simple command
SESSION_BOOKING,reserve a spin bike.,Direct simple command
SESSION_BOOKING,schedule a consultation.,Direct simple command
SESSION_BOOKING,cancel my fitness class.,Direct simple command
SESSION_BOOKING,book a squash court.,Direct simple command
SESSION_BOOKING,reschedule my training session.,Direct simple command
SESSION_BOOKING,reserve a spot in pilates.,Direct simple command
SESSION_BOOKING,book a sauna session.,Direct simple command
WATER_STEP_ADVISOR,log 10000 steps.,Direct simple command
WATER_STEP_ADVISOR,i drank 2 liters of water.,Direct simple statement
WATER_STEP_ADVISOR,how much water should i drink?,Direct simple query
WATER_STEP_ADVISOR,add 500ml of water.,Direct simple command
WATER_STEP_ADVISOR,record a 30 minute walk.,Direct simple command
WATER_STEP_ADVISOR,did i hit my step goal?,Direct simple query
WATER_STEP_ADVISOR,log 5000 steps.,Direct simple command
WATER_STEP_ADVISOR,i drank a glass of water.,Direct simple statement
WATER_STEP_ADVISOR,show my step count.,Direct simple command
WATER_STEP_ADVISOR,add 1 cup of water.,Direct simple command
WATER_STEP_ADVISOR,how many steps did i take?,Direct simple query
GOAL_UPDATER,change my target weight.,Direct simple command
GOAL_UPDATER,set a new step goal.,Direct simple command
GOAL_UPDATER,update my fitness objective.,Direct simple command
GOAL_UPDATER,change my goal to muscle gain.,Direct simple command
GOAL_UPDATER,set my daily calories.,Direct simple command
GOAL_UPDATER,update my water goal.,Direct simple command
GOAL_UPDATER,change my primary goal.,Direct simple command
GOAL_UPDATER,set my weekly running goal.,Direct simple command
GOAL_UPDATER,update my sleep target.,Direct simple command
GOAL_UPDATER,change my weight loss deadline.,Direct simple command
GOAL_UPDATER,set a new health goal.,Direct simple command
CALORIE_CALCULATOR,calculate my tdee.,Direct simple command
CALORIE_CALCULATOR,how many calories should i eat?,Direct simple query
CALORIE_CALCULATOR,calculate my bmr.,Direct simple command
CALORIE_CALCULATOR,how many calories does walking burn?,Direct simple query
CALORIE_CALCULATOR,calculate my calorie deficit.,Direct simple command
CALORIE_CALCULATOR,how many calories in a pound of fat?,Direct simple query
CALORIE_CALCULATOR,calculate my macros.,Direct simple command
CALORIE_CALCULATOR,how many calories to maintain weight?,Direct simple query
CALORIE_CALCULATOR,calculate my daily burn.,Direct simple command
CALORIE_CALCULATOR,how many calories does running burn?,Direct simple query
CALORIE_CALCULATOR,calculate my energy expenditure.,Direct simple command
MEAL_PLAN_ADJUSTER,remove the chicken from my plan.,Direct simple command
MEAL_PLAN_ADJUSTER,swap the snack for something else.,Direct simple command
MEAL_PLAN_ADJUSTER,reduce the calories in my dinner.,Direct simple command
MEAL_PLAN_ADJUSTER,make my lunch vegetarian.,Direct simple command
MEAL_PLAN_ADJUSTER,increase the portion size.,Direct simple command
MEAL_PLAN_ADJUSTER,change my breakfast.,Direct simple command
MEAL_PLAN_ADJUSTER,make the meal dairy free.,Direct simple command
MEAL_PLAN_ADJUSTER,swap the side dish.,Direct simple command
MEAL_PLAN_ADJUSTER,adjust the macros for my meal.,Direct simple command
MEAL_PLAN_ADJUSTER,change my dinner recipe.,Direct simple command
MEAL_PLAN_ADJUSTER,make the plan cheaper.,Direct simple command
CONSTRAINT_EXTRACTOR,i am vegan.,Direct simple statement
CONSTRAINT_EXTRACTOR,i am allergic to dairy.,Direct simple statement
CONSTRAINT_EXTRACTOR,i do intermittent fasting.,Direct simple statement
CONSTRAINT_EXTRACTOR,i follow a keto diet.,Direct simple statement
CONSTRAINT_EXTRACTOR,i dont eat pork.,Direct simple statement
CONSTRAINT_EXTRACTOR,i am gluten free.,Direct simple statement
CONSTRAINT_EXTRACTOR,i have a nut allergy.,Direct simple statement
CONSTRAINT_EXTRACTOR,i eat kosher food.,Direct simple statement
CONSTRAINT_EXTRACTOR,i am on a low sodium diet.,Direct simple statement
CONSTRAINT_EXTRACTOR,i dont eat seafood.,Direct simple statement
CONSTRAINT_EXTRACTOR,i only eat organic.,Direct simple statement
GROCERY_LIST,generate a shopping list.,Direct simple command
GROCERY_LIST,what do i need to buy?,Direct simple query
GROCERY_LIST,create a grocery list for the week.,Direct simple command
GROCERY_LIST,list the items to buy for dinner.,Direct simple command
GROCERY_LIST,make a shopping list for the meal plan.,Direct simple command
GROCERY_LIST,what groceries do i need?,Direct simple query
GROCERY_LIST,compile a shopping list.,Direct simple command
GROCERY_LIST,give me a list for the supermarket.,Direct simple command
GROCERY_LIST,create a keto grocery list.,Direct simple command
GROCERY_LIST,what produce should i buy?,Direct simple query
GROCERY_LIST,make a shopping list for the recipes.,Direct simple command
GROCERY_LIST,print my grocery list.,Direct simple command
FITNESS_PROFILE_UPDATER,update my fitness level.,Direct simple command
FITNESS_PROFILE_UPDATER,change my workout days.,Direct simple command
FITNESS_PROFILE_UPDATER,set my equipment to dumbbells.,Direct simple command
FITNESS_PROFILE_UPDATER,update my injury status.,Direct simple command
FITNESS_PROFILE_UPDATER,change my primary fitness goal.,Direct simple command
FITNESS_PROFILE_UPDATER,set my workout duration to 45 mins.,Direct simple command
FITNESS_PROFILE_UPDATER,update my activity level.,Direct simple command
FITNESS_PROFILE_UPDATER,change my preferred workout location.,Direct simple command
FITNESS_PROFILE_UPDATER,set my fitness experience to intermediate.,Direct simple command
FITNESS_PROFILE_UPDATER,update my physical constraints.,Direct simple command
FITNESS_PROFILE_UPDATER,change my cardio preference.,Direct simple command
FITNESS_PROFILE_UPDATER,set my available gym equipment.,Direct simple command
FOOD_RETRIEVER,get the nutritional data for an apple.,Direct simple command
FOOD_RETRIEVER,look up chicken breast in the database.,Direct simple command
FOOD_RETRIEVER,search for a banana.,Direct simple command
FOOD_RETRIEVER,find the data for white rice.,Direct simple command
FOOD_RETRIEVER,look up the stats for almonds.,Direct simple command
FOOD_RETRIEVER,search the food database for milk.,Direct simple command
FOOD_RETRIEVER,retrieve the info for sweet potatoes.,Direct simple command
FOOD_RETRIEVER,find the database entry for eggs.,Direct simple command
FOOD_RETRIEVER,look up olive oil stats.,Direct simple command
FOOD_RETRIEVER,search for black beans.,Direct simple command
FOOD_RETRIEVER,get the data for a generic burger.,Direct simple command
FOOD_RETRIEVER,find the nutrition facts for oats.,Direct simple command
DATABASE_PERSISTENCE,save this meal plan in a bottle and throw it into the digital sea,Poetic troll
DATABASE_PERSISTENCE,persist this data until the heat death of the universe,Existential troll
MEAL_PLAN_GENERATOR,create a meal plan for me.,Direct simple command
MEAL_PLAN_GENERATOR,generate a meal plan for me.,Direct simple command
MEAL_PLAN_GENERATOR,suggest a meaal plan for me,Direct typo
MEAL_PLAN_GENERATOR,what i should i eat in my meal plan,Direct query
MEAL_PLAN_GENERATOR,for mea l plan generation.,Fragment typo
MEAL_PLAN_GENERATOR,plan my meals,Direct simple command
MEAL_PLAN_GENERATOR,wat to eat today,Direct typo
MEAL_PLAN_GENERATOR,make daily diet plan,Direct simple command
MEAL_PLAN_GENERATOR,food plan for today,Fragment simple
MEAL_PLAN_GENERATOR,give me a meal to cook,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,make weekly plan,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,generate week meal plan for me,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,7 days diet plan,Fragment simple
WEEKLY_MEAL_PLAN_GENERATOR,what to eat this week,Direct query
WEEKLY_MEAL_PLAN_GENERATOR,plan my meals for week,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,weeky meal plan pls,Direct typo
WEEKLY_MEAL_PLAN_GENERATOR,for weekly food planning,Fragment simple
WEEKLY_MEAL_PLAN_GENERATOR,give me week diet,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,create 7 day menu,Direct simple command
WEEKLY_MEAL_PLAN_GENERATOR,week plan generation,Fragment simple
